home,away,home_code,away_code,home_last_wins,home_last_draws,home_last_loses,away_last_wins,away_last_draws,away_last_loses,GF,GA
Cardiff,Tottenham,12,43,1,2,1,1,0,3,0,1
Swansea,Arsenal,41,0,2,1,2,1,0,4,1,2
Man City,Aston Villa,26,1,3,1,1,3,0,2,2,3
Fulham,Cardiff,19,12,1,1,3,2,2,1,1,2
Tottenham,Chelsea,43,14,4,0,1,1,1,3,1,1
Southampton,Crystal Palace,38,16,2,2,1,4,0,1,2,0
Cardiff,Fulham,12,19,1,2,2,3,1,1,2,1
West Ham,Hull,46,21,1,2,2,2,1,2,0,1
Aston Villa,Man City,1,26,2,0,3,1,1,3,3,2
West Brom,Man United,45,27,1,2,2,2,1,2,2,1
Crystal Palace,Southampton,16,38,1,0,4,1,2,2,0,2
Arsenal,Swansea,0,41,4,0,1,2,1,2,2,1
Chelsea,Tottenham,14,43,3,1,1,1,0,4,1,1
Man United,West Brom,27,45,2,1,2,2,2,1,1,2
Hull,West Ham,21,46,2,1,2,2,2,1,1,0
Sunderland,Liverpool,40,25,0,1,4,1,1,3,1,3
Stoke,Norwich,39,30,2,1,2,3,1,1,0,1
Norwich,Stoke,30,39,1,1,3,2,1,2,1,0
Liverpool,Sunderland,25,40,3,1,1,4,1,0,3,1
Newcastle,Everton,29,18,2,1,2,0,3,2,2,3
Everton,Newcastle,18,29,2,3,0,2,1,2,3,2
Hull,Aston Villa,21,1,3,1,1,3,0,2,0,0
Newcastle,Cardiff,29,12,2,1,2,1,2,2,2,1
Liverpool,Crystal Palace,25,16,3,1,1,4,0,1,3,1
Man City,Everton,26,18,2,1,2,0,2,3,3,1
Stoke,Fulham,39,19,2,1,2,4,1,0,0,1
Aston Villa,Hull,1,21,2,0,3,1,1,3,0,0
Crystal Palace,Liverpool,16,25,1,0,4,1,1,3,1,3
Everton,Man City,18,26,3,2,0,2,1,2,1,3
Sunderland,Man United,40,27,0,1,4,3,1,1,1,2
Cardiff,Newcastle,12,29,2,2,1,2,1,2,1,2
Fulham,Stoke,19,39,0,1,4,2,1,2,1,0
Man United,Sunderland,27,40,1,1,3,4,1,0,2,1
West Brom,Arsenal,45,0,2,2,1,0,0,5,1,1
Norwich,Chelsea,30,14,2,0,3,1,2,2,1,3
Chelsea,Norwich,14,30,2,2,1,3,0,2,3,1
Swansea,Southampton,41,38,2,1,2,1,2,2,0,2
Southampton,Swansea,38,41,2,2,1,2,1,2,2,0
West Ham,Tottenham,46,43,0,2,3,1,1,3,3,0
Arsenal,West Brom,0,45,5,0,0,1,2,2,1,1
Tottenham,West Ham,43,46,3,1,1,3,2,0,0,3
Norwich,Arsenal,30,0,2,0,3,0,1,4,1,4
Chelsea,Cardiff,14,12,2,2,1,2,2,1,4,1
Cardiff,Chelsea,12,14,1,2,2,1,2,2,1,4
Hull,Everton,21,18,2,2,1,1,1,3,1,2
Everton,Hull,18,21,3,1,1,1,2,2,2,1
Newcastle,Liverpool,29,25,3,0,2,1,1,3,2,2
West Ham,Man City,46,26,1,1,3,1,1,3,1,3
Southampton,Man United,38,27,3,1,1,3,0,2,1,1
Liverpool,Newcastle,25,29,3,1,1,2,0,3,2,2
Arsenal,Norwich,0,30,4,1,0,3,0,2,4,1
Man United,Southampton,27,38,2,0,3,1,1,3,1,1
West Brom,Stoke,45,39,2,2,1,3,1,1,0,0
Swansea,Sunderland,41,40,2,1,2,5,0,0,4,0
Sunderland,Swansea,40,41,0,0,5,2,1,2,0,4
Stoke,West Brom,39,45,1,1,3,1,2,2,0,0
Man City,West Ham,26,46,3,1,1,3,1,1,3,1
Tottenham,Aston Villa,43,1,2,1,2,2,1,2,2,0
Aston Villa,Tottenham,1,43,2,1,2,2,1,2,0,2
Fulham,Crystal Palace,19,16,1,1,3,4,0,1,4,1
Crystal Palace,Fulham,16,19,1,0,4,3,1,1,1,4
Crystal Palace,Arsenal,16,0,0,0,5,0,1,4,0,2
Everton,Aston Villa,18,1,4,0,1,2,1,2,2,0
Norwich,Cardiff,30,12,1,0,4,3,1,1,0,0
Arsenal,Crystal Palace,0,16,4,1,0,5,0,0,2,0
Aston Villa,Everton,1,18,2,1,2,1,0,4,0,2
Southampton,Fulham,38,19,3,2,0,2,1,2,2,0
West Brom,Liverpool,45,25,2,3,0,1,2,2,1,4
Stoke,Man United,39,27,0,2,3,2,1,2,2,3
Cardiff,Norwich,12,30,1,1,3,4,0,1,0,0
Fulham,Southampton,19,38,2,1,2,0,2,3,0,2
Man United,Stoke,27,39,2,1,2,3,2,0,3,2
Liverpool,West Brom,25,45,2,2,1,0,3,2,4,1
Man City,Chelsea,26,14,3,1,1,1,1,3,1,2
Tottenham,Hull,43,21,3,1,1,1,2,2,1,0
Chelsea,Man City,14,26,3,1,1,1,1,3,2,1
Sunderland,Newcastle,40,29,0,0,5,2,1,2,2,1
Newcastle,Sunderland,29,40,2,1,2,5,0,0,1,2
West Ham,Swansea,46,41,1,1,3,2,1,2,0,0
Hull,Tottenham,21,43,2,2,1,1,1,3,0,1
Swansea,West Ham,41,46,2,1,2,3,1,1,0,0
Liverpool,Arsenal,25,0,3,1,1,0,1,4,0,2
West Ham,Aston Villa,46,1,1,1,3,2,1,2,0,0
Newcastle,Chelsea,29,14,1,1,3,0,1,4,2,0
West Brom,Crystal Palace,45,16,2,2,1,5,0,0,2,0
Man United,Fulham,27,19,2,1,2,3,0,2,3,1
Sunderland,Hull,40,21,1,0,4,2,1,2,0,1
Arsenal,Liverpool,0,25,4,1,0,1,1,3,2,0
Norwich,Man City,30,26,1,1,3,2,0,3,0,7
Fulham,Man United,19,27,2,0,3,2,1,2,1,3
Chelsea,Newcastle,14,29,4,1,0,3,1,1,0,2
Man City,Norwich,26,30,3,0,2,3,1,1,7,0
Stoke,Southampton,39,38,0,1,4,0,1,4,1,1
Southampton,Stoke,38,39,4,1,0,4,1,0,1,1
Hull,Sunderland,21,40,2,1,2,4,0,1,1,0
Crystal Palace,West Brom,16,45,0,0,5,1,2,2,0,2
Aston Villa,West Ham,1,46,2,1,2,3,1,1,0,0
Swansea,Cardiff,41,12,2,1,2,3,1,1,0,1
Tottenham,Everton,43,18,3,1,1,1,0,4,0,0
Cardiff,Swansea,12,41,1,1,3,2,1,2,1,0
Everton,Tottenham,18,43,4,0,1,1,1,3,0,0
Cardiff,Aston Villa,12,1,2,1,2,2,2,1,0,2
Aston Villa,Cardiff,1,12,1,2,2,2,1,2,2,0
West Brom,Chelsea,45,14,2,2,1,1,1,3,2,2
Everton,Crystal Palace,18,16,3,1,1,5,0,0,0,0
Crystal Palace,Everton,16,18,0,0,5,1,1,3,0,0
Liverpool,Fulham,25,19,3,1,1,3,0,2,4,0
Southampton,Hull,38,21,3,2,0,2,1,2,4,1
Fulham,Liverpool,19,25,2,0,3,1,1,3,0,4
West Ham,Norwich,46,30,1,2,2,3,1,1,1,3
Hull,Southampton,21,38,2,1,2,0,2,3,1,4
Chelsea,West Brom,14,45,3,1,1,1,2,2,2,2
Norwich,West Ham,30,46,1,1,3,2,2,1,3,1
Man United,Arsenal,27,0,3,1,1,0,1,4,1,0
Sunderland,Man City,40,26,1,0,4,2,0,3,1,0
Arsenal,Man United,0,27,4,1,0,1,1,3,0,1
Tottenham,Newcastle,43,29,2,2,1,2,1,2,0,1
Swansea,Stoke,41,39,1,1,3,3,2,0,3,3
Man City,Sunderland,26,40,3,0,2,4,0,1,0,1
Stoke,Swansea,39,41,0,2,3,3,1,1,3,3
Newcastle,Tottenham,29,43,2,1,2,1,2,2,1,0
Southampton,Arsenal,38,0,3,2,0,1,1,3,0,2
West Ham,Chelsea,46,14,1,2,2,1,1,3,0,3
Hull,Crystal Palace,21,16,1,1,3,4,1,0,0,1
Liverpool,Everton,25,18,3,1,1,1,2,2,3,3
Swansea,Fulham,41,19,1,2,2,3,0,2,2,1
Crystal Palace,Hull,16,21,0,1,4,3,1,1,1,0
Everton,Liverpool,18,25,2,2,1,1,1,3,3,3
Norwich,Newcastle,30,29,1,1,3,1,1,3,1,2
Newcastle,Norwich,29,30,3,1,1,3,1,1,2,1
Arsenal,Southampton,0,38,3,1,1,0,2,3,2,0
Sunderland,Stoke,40,39,2,0,3,2,3,0,0,2
Stoke,Sunderland,39,40,0,3,2,3,0,2,2,0
Fulham,Swansea,19,41,2,0,3,2,2,1,1,2
Chelsea,West Ham,14,46,3,1,1,2,2,1,3,0
Man United,Cardiff,27,12,4,1,0,3,1,1,2,2
Tottenham,Man City,43,26,2,1,2,2,0,3,0,6
Cardiff,Man United,12,27,1,1,3,0,1,4,2,2
Man City,Tottenham,26,43,3,0,2,2,1,2,6,0
West Brom,Aston Villa,45,1,1,3,1,2,2,1,2,2
Aston Villa,West Brom,1,45,1,2,2,1,3,1,2,2
Cardiff,Arsenal,12,0,1,2,2,1,0,4,0,3
Sunderland,Aston Villa,40,1,2,0,3,2,2,1,0,0
Arsenal,Cardiff,0,12,4,0,1,2,2,1,3,0
Norwich,Crystal Palace,30,16,1,1,3,3,1,1,1,0
Stoke,Everton,39,18,1,3,1,0,3,2,0,4
West Ham,Fulham,46,19,0,2,3,4,0,1,3,0
West Brom,Newcastle,45,29,1,3,1,1,1,3,1,2
Crystal Palace,Norwich,16,30,1,1,3,3,1,1,0,1
Everton,Stoke,18,39,2,3,0,1,3,1,4,0
Aston Villa,Sunderland,1,40,1,2,2,3,0,2,0,0
Newcastle,West Brom,29,45,3,1,1,1,3,1,2,1
Fulham,West Ham,19,46,1,0,4,3,2,0,0,3
Southampton,Chelsea,38,14,2,2,1,1,1,3,1,3
Liverpool,Hull,25,21,2,2,1,4,0,1,1,3
Hull,Liverpool,21,25,1,0,4,1,2,2,3,1
Swansea,Man City,41,26,2,2,1,2,0,3,0,3
Tottenham,Man United,43,27,2,1,2,0,2,3,2,2
Chelsea,Southampton,14,38,3,1,1,1,2,2,3,1
Man City,Swansea,26,41,3,0,2,1,2,2,3,0
Man United,Tottenham,27,43,3,2,0,2,1,2,2,2
West Ham,Crystal Palace,46,16,1,2,2,3,1,1,0,1
Crystal Palace,West Ham,16,46,1,1,3,2,2,1,1,0
Hull,Arsenal,21,0,2,0,3,1,0,4,0,2
Southampton,Aston Villa,38,1,2,1,2,1,3,1,2,3
Stoke,Cardiff,39,12,1,2,2,2,2,1,0,0
Sunderland,Chelsea,40,14,2,1,2,1,1,3,3,4
Man United,Everton,27,18,3,2,0,0,3,2,0,1
Tottenham,Fulham,43,19,1,2,2,5,0,0,2,1
Arsenal,Hull,0,21,4,0,1,3,0,2,2,0
Norwich,Liverpool,30,25,2,1,2,2,1,2,1,5
West Brom,Man City,45,26,1,2,2,2,0,3,2,3
Everton,Man United,18,27,2,3,0,0,2,3,1,0
Swansea,Newcastle,41,29,1,2,2,1,0,4,3,0
Liverpool,Norwich,25,30,2,1,2,2,1,2,5,1
Aston Villa,Southampton,1,38,1,3,1,2,1,2,3,2
Cardiff,Stoke,12,39,1,2,2,2,2,1,0,0
Chelsea,Sunderland,14,40,3,1,1,2,1,2,4,3
Newcastle,Swansea,29,41,4,0,1,2,2,1,0,3
Fulham,Tottenham,19,43,0,0,5,2,2,1,1,2
Man City,West Brom,26,45,3,0,2,2,2,1,3,2
Crystal Palace,Cardiff,16,12,2,1,2,2,2,1,2,0
Stoke,Chelsea,39,14,1,3,1,1,1,3,3,2
Cardiff,Crystal Palace,12,16,1,2,2,2,1,2,0,2
West Ham,Liverpool,46,25,1,1,3,2,1,2,1,4
Southampton,Man City,38,26,1,1,3,1,0,4,1,1
Newcastle,Man United,29,27,4,0,1,1,2,2,1,0
Man United,Newcastle,27,29,2,2,1,1,0,4,0,1
West Brom,Norwich,45,30,1,2,2,3,0,2,0,2
Man City,Southampton,26,38,4,0,1,3,1,1,1,1
Chelsea,Stoke,14,39,3,1,1,1,3,1,2,3
Tottenham,Sunderland,43,40,1,2,2,3,1,1,2,1
Sunderland,Tottenham,40,43,1,1,3,2,2,1,1,2
Norwich,West Brom,30,45,2,0,3,2,2,1,2,0
Liverpool,West Ham,25,46,2,1,2,3,1,1,4,1
Everton,Arsenal,18,0,2,3,0,1,0,4,1,1
Fulham,Aston Villa,19,1,0,0,5,0,3,2,2,0
Arsenal,Everton,0,18,4,0,1,0,3,2,1,1
Aston Villa,Fulham,1,19,2,3,0,5,0,0,0,2
Swansea,Hull,41,21,2,1,2,3,0,2,1,1
Hull,Swansea,21,41,2,0,3,2,1,2,1,1
Man City,Arsenal,26,0,3,1,1,1,1,3,6,3
West Brom,Cardiff,45,12,0,2,3,3,2,0,0,1
Crystal Palace,Chelsea,16,14,3,1,1,1,1,3,1,2
Chelsea,Crystal Palace,14,16,3,1,1,1,1,3,2,1
Fulham,Everton,19,18,1,0,4,0,3,2,1,4
Everton,Fulham,18,19,2,3,0,4,0,1,4,1
Stoke,Hull,39,21,2,2,1,3,1,1,0,0
Arsenal,Man City,0,26,3,1,1,1,1,3,3,6
Southampton,Newcastle,38,29,1,1,3,1,0,4,1,1
Newcastle,Southampton,29,38,4,0,1,3,1,1,1,1
Hull,Stoke,21,39,1,1,3,1,2,2,0,0
West Ham,Sunderland,46,40,1,0,4,3,1,1,0,0
Cardiff,West Brom,12,45,0,2,3,3,2,0,1,0
Sunderland,West Ham,40,46,1,1,3,4,0,1,0,0
Man United,Aston Villa,27,1,1,2,2,1,2,2,3,0
Tottenham,Liverpool,43,25,2,1,2,1,1,3,0,5
Aston Villa,Man United,1,27,2,2,1,2,2,1,0,3
Swansea,Norwich,41,30,2,2,1,2,0,3,1,1
Norwich,Swansea,30,41,3,0,2,1,2,2,1,1
Liverpool,Tottenham,25,43,3,1,1,2,1,2,5,0
Stoke,Aston Villa,39,1,2,2,1,2,2,1,2,1
Liverpool,Cardiff,25,12,3,1,1,2,2,1,3,1
Newcastle,Crystal Palace,29,16,3,1,1,2,0,3,3,0
Man City,Fulham,26,19,4,1,0,4,0,1,4,2
West Brom,Hull,45,21,0,1,4,2,2,1,1,1
Cardiff,Liverpool,12,25,1,2,2,1,1,3,1,3
Fulham,Man City,19,26,1,0,4,0,1,4,2,4
West Ham,Man United,46,27,1,1,3,2,2,1,1,3
Crystal Palace,Newcastle,16,29,3,0,2,1,1,3,0,3
Sunderland,Norwich,40,30,0,2,3,2,1,2,0,0
Aston Villa,Stoke,1,39,1,2,2,1,2,2,1,2
Norwich,Sunderland,30,40,2,1,2,3,2,0,0,0
Hull,West Brom,21,45,1,2,2,4,1,0,1,1
Man United,West Ham,27,46,1,2,2,3,1,1,3,1
Swansea,Everton,41,18,2,2,1,0,2,3,1,2
Tottenham,Southampton,43,38,2,1,2,3,2,0,3,2
Everton,Swansea,18,41,3,2,0,1,2,2,2,1
Southampton,Tottenham,38,43,0,2,3,2,1,2,2,3
Chelsea,Arsenal,14,0,4,0,1,1,1,3,0,0
Arsenal,Chelsea,0,14,3,1,1,1,0,4,0,0
West Ham,Arsenal,46,0,1,1,3,1,2,2,1,3
Crystal Palace,Aston Villa,16,1,2,0,3,3,1,1,1,0
Southampton,Cardiff,38,12,0,2,3,3,1,1,3,0
Swansea,Chelsea,41,14,1,2,2,1,1,3,0,1
Aston Villa,Crystal Palace,1,16,1,1,3,3,0,2,0,1
Sunderland,Everton,40,18,0,3,2,0,1,4,1,0
Norwich,Fulham,30,19,2,2,1,4,0,1,1,2
Man United,Hull,27,21,2,1,2,1,3,1,3,2
Man City,Liverpool,26,25,4,1,0,1,0,4,2,1
Liverpool,Man City,25,26,4,0,1,0,1,4,1,2
Hull,Man United,21,27,1,3,1,2,1,2,2,3
Stoke,Newcastle,39,29,2,2,1,1,1,3,1,5
Fulham,Norwich,19,30,1,0,4,1,2,2,2,1
Cardiff,Southampton,12,38,1,1,3,3,2,0,0,3
Newcastle,Stoke,29,39,3,1,1,1,2,2,5,1
Everton,Sunderland,18,40,4,1,0,2,3,0,0,1
Chelsea,Swansea,14,41,3,1,1,2,2,1,1,0
West Brom,Tottenham,45,43,0,1,4,1,1,3,1,1
Tottenham,West Brom,43,45,3,1,1,4,1,0,1,1
Arsenal,West Ham,0,46,2,2,1,3,1,1,3,1
Swansea,Aston Villa,41,1,1,2,2,4,0,1,1,1
Sunderland,Cardiff,40,12,1,2,2,3,1,1,2,2
Man City,Crystal Palace,26,16,4,1,0,2,0,3,1,0
Hull,Fulham,21,19,0,3,2,3,0,2,6,0
Fulham,Hull,19,21,2,0,3,2,3,0,0,6
Crystal Palace,Man City,16,26,3,0,2,0,1,4,0,1
Norwich,Man United,30,27,1,2,2,2,0,3,0,1
Man United,Norwich,27,30,3,0,2,2,2,1,1,0
Cardiff,Sunderland,12,40,1,1,3,2,2,1,2,2
Aston Villa,Swansea,1,41,1,0,4,2,2,1,1,1
West Ham,West Brom,46,45,0,1,4,3,2,0,3,3
West Brom,West Ham,45,46,0,2,3,4,1,0,3,3
Newcastle,Arsenal,29,0,3,1,1,1,2,2,0,1
Liverpool,Chelsea,25,14,4,0,1,1,1,3,1,2
Southampton,Everton,38,18,1,2,2,1,1,3,1,2
Chelsea,Liverpool,14,25,3,1,1,1,0,4,2,1
Arsenal,Newcastle,0,29,2,2,1,1,1,3,1,0
Everton,Southampton,18,38,3,1,1,2,2,1,2,1
Tottenham,Stoke,43,39,3,1,1,1,2,2,3,0
Stoke,Tottenham,39,43,2,2,1,1,1,3,0,3
Cardiff,Arsenal,12,0,1,1,3,1,2,2,0,2
Sunderland,Aston Villa,40,1,1,3,1,4,1,0,0,1
Arsenal,Cardiff,0,12,2,2,1,3,1,1,2,0
Southampton,Chelsea,38,14,1,2,2,1,1,3,0,3
Norwich,Crystal Palace,30,16,1,2,2,3,0,2,1,1
Stoke,Everton,39,18,2,1,2,1,1,3,1,1
West Ham,Fulham,46,19,0,2,3,3,0,2,1,2
Liverpool,Hull,25,21,3,0,2,1,3,1,2,0
Hull,Liverpool,21,25,1,3,1,2,0,3,0,2
Swansea,Man City,41,26,0,3,2,0,1,4,2,3
Tottenham,Man United,43,27,3,1,1,1,0,4,2,1
West Brom,Newcastle,45,29,0,3,2,1,1,3,1,0
Crystal Palace,Norwich,16,30,2,0,3,2,2,1,1,1
Chelsea,Southampton,14,38,3,1,1,2,2,1,3,0
Everton,Stoke,18,39,3,1,1,2,1,2,1,1
Aston Villa,Sunderland,1,40,0,1,4,1,3,1,1,0
Man City,Swansea,26,41,4,1,0,2,3,0,3,2
Man United,Tottenham,27,43,4,0,1,1,1,3,1,2
Newcastle,West Brom,29,45,3,1,1,2,3,0,0,1
Fulham,West Ham,19,46,2,0,3,3,2,0,2,1
West Ham,Cardiff,46,12,0,2,3,3,1,1,2,0
Hull,Chelsea,21,14,1,2,2,0,1,4,0,2
Tottenham,Crystal Palace,43,16,3,1,1,3,1,1,2,0
Norwich,Everton,30,18,0,3,2,1,1,3,0,2
Sunderland,Fulham,40,19,1,3,1,3,0,2,4,1
Chelsea,Hull,14,21,4,1,0,2,2,1,2,0
Swansea,Man United,41,27,0,2,3,1,0,4,0,2
Everton,Norwich,18,30,3,1,1,2,3,0,2,0
West Brom,Southampton,45,38,1,3,1,3,1,1,0,1
Fulham,Sunderland,19,40,2,0,3,1,3,1,1,4
Man United,Swansea,27,41,4,0,1,3,2,0,2,0
Crystal Palace,Tottenham,16,43,1,1,3,1,1,3,0,2
Southampton,West Brom,38,45,1,1,3,1,3,1,1,0
Cardiff,West Ham,12,46,1,1,3,3,2,0,0,2
Stoke,Liverpool,39,25,1,2,2,2,0,3,3,5
Newcastle,Man City,29,26,2,1,2,0,0,5,0,2
Man City,Newcastle,26,29,5,0,0,2,1,2,2,0
Liverpool,Stoke,25,39,3,0,2,2,2,1,5,3
Aston Villa,Arsenal,1,0,1,1,3,1,1,3,1,2
Arsenal,Aston Villa,0,1,3,1,1,3,1,1,2,1
Fulham,Arsenal,19,0,2,0,3,0,1,4,0,2
Liverpool,Aston Villa,25,1,3,0,2,3,1,1,2,2
Man City,Cardiff,26,12,5,0,0,4,1,0,4,2
Stoke,Crystal Palace,39,16,1,1,3,3,1,1,0,1
Arsenal,Fulham,0,19,4,1,0,3,0,2,2,0
Norwich,Hull,30,21,0,2,3,3,1,1,1,0
Aston Villa,Liverpool,1,25,1,1,3,2,0,3,2,2
Cardiff,Man City,12,26,0,1,4,0,0,5,2,4
West Ham,Newcastle,46,29,1,1,3,3,0,2,1,3
Hull,Norwich,21,30,1,1,3,3,2,0,0,1
Sunderland,Southampton,40,38,2,2,1,3,0,2,2,2
Crystal Palace,Stoke,16,39,1,1,3,3,1,1,1,0
Southampton,Sunderland,38,40,2,0,3,1,2,2,2,2
Newcastle,West Ham,29,46,2,0,3,3,1,1,3,1
Man United,Chelsea,27,14,4,0,1,0,1,4,1,3
Chelsea,Man United,14,27,4,1,0,1,0,4,3,1
Tottenham,Swansea,43,41,4,1,0,4,1,0,3,1
Swansea,Tottenham,41,43,0,1,4,0,1,4,1,3
West Brom,Everton,45,18,1,3,1,1,1,3,1,1
Everton,West Brom,18,45,3,1,1,1,3,1,1,1
Southampton,Arsenal,38,0,2,1,2,0,0,5,2,2
Man United,Cardiff,27,12,3,0,2,4,1,0,2,0
Hull,Crystal Palace,21,16,1,0,4,2,1,2,0,1
Liverpool,Everton,25,18,2,1,2,1,2,2,4,0
Swansea,Fulham,41,19,0,1,4,3,0,2,2,0
Crystal Palace,Hull,16,21,2,1,2,4,0,1,1,0
Everton,Liverpool,18,25,2,2,1,2,1,2,0,4
Cardiff,Man United,12,27,0,1,4,2,0,3,0,2
Norwich,Newcastle,30,29,1,1,3,3,0,2,0,0
Newcastle,Norwich,29,30,2,0,3,3,1,1,0,0
Arsenal,Southampton,0,38,5,0,0,2,1,2,2,2
Fulham,Swansea,19,41,2,0,3,4,1,0,0,2
West Brom,Aston Villa,45,1,1,3,1,2,2,1,3,4
West Ham,Chelsea,46,14,1,1,3,0,0,5,0,0
Tottenham,Man City,43,26,4,1,0,0,0,5,1,5
Sunderland,Stoke,40,39,2,2,1,4,1,0,1,0
Stoke,Sunderland,39,40,0,1,4,1,2,2,0,1
Man City,Tottenham,26,43,5,0,0,0,1,4,5,1
Aston Villa,West Brom,1,45,1,2,2,1,3,1,4,3
Chelsea,West Ham,14,46,5,0,0,3,1,1,0,0
Everton,Aston Villa,18,1,2,2,1,1,2,2,2,1
Norwich,Cardiff,30,12,1,2,2,4,1,0,1,2
Aston Villa,Everton,1,18,2,2,1,1,2,2,1,2
Southampton,Fulham,38,19,1,2,2,4,0,1,3,0
Tottenham,Hull,43,21,4,0,1,4,0,1,1,1
Stoke,Man United,39,27,0,1,4,2,0,3,2,1
Sunderland,Newcastle,40,29,2,2,1,3,1,1,3,0
Cardiff,Norwich,12,30,0,1,4,2,2,1,2,1
Fulham,Southampton,19,38,1,0,4,2,2,1,0,3
Man United,Stoke,27,39,3,0,2,4,1,0,1,2
Newcastle,Sunderland,29,40,1,1,3,1,2,2,0,3
West Ham,Swansea,46,41,1,2,2,3,1,1,2,0
Hull,Tottenham,21,43,1,0,4,1,0,4,1,1
Swansea,West Ham,41,46,1,1,3,2,2,1,0,2
Crystal Palace,Arsenal,16,0,2,1,2,0,1,4,0,2
Arsenal,Crystal Palace,0,16,4,1,0,2,1,2,2,0
West Brom,Liverpool,45,25,1,2,2,1,1,3,1,1
Liverpool,West Brom,25,45,3,1,1,2,2,1,1,1
Man City,Chelsea,26,14,5,0,0,0,1,4,0,1
Chelsea,Man City,14,26,4,1,0,0,0,5,1,0
Liverpool,Arsenal,25,0,3,2,0,0,1,4,5,1
West Ham,Aston Villa,46,1,2,1,2,2,1,2,2,0
Swansea,Cardiff,41,12,1,0,4,4,0,1,3,0
Newcastle,Chelsea,29,14,1,1,3,0,1,4,0,3
West Brom,Crystal Palace,45,16,1,2,2,2,1,2,1,3
Sunderland,Hull,40,21,3,1,1,4,1,0,0,2
Arsenal,Liverpool,0,25,4,1,0,0,2,3,1,5
Norwich,Man City,30,26,1,2,2,1,0,4,0,0
Chelsea,Newcastle,14,29,4,1,0,3,1,1,3,0
Man City,Norwich,26,30,4,0,1,2,2,1,0,0
Stoke,Southampton,39,38,1,1,3,1,2,2,2,2
Southampton,Stoke,38,39,2,2,1,3,1,1,2,2
Hull,Sunderland,21,40,0,1,4,1,1,3,2,0
Cardiff,Swansea,12,41,1,0,4,4,0,1,0,3
Crystal Palace,West Brom,16,45,2,1,2,2,2,1,3,1
Aston Villa,West Ham,1,46,2,1,2,2,1,2,0,2
Tottenham,Everton,43,18,3,1,1,1,2,2,1,0
Man United,Fulham,27,19,2,0,3,4,0,1,2,2
Fulham,Man United,19,27,1,0,4,3,0,2,2,2
Everton,Tottenham,18,43,2,2,1,1,1,3,0,1
Cardiff,Aston Villa,12,1,1,0,4,3,1,1,0,0
Aston Villa,Cardiff,1,12,1,1,3,4,0,1,0,0
West Brom,Chelsea,45,14,0,2,3,0,1,4,1,1
Southampton,Hull,38,21,2,3,0,3,1,1,1,0
West Ham,Norwich,46,30,3,1,1,2,2,1,2,0
Hull,Southampton,21,38,1,1,3,0,3,2,0,1
Chelsea,West Brom,14,45,4,1,0,3,2,0,1,1
Norwich,West Ham,30,46,1,2,2,1,1,3,0,2
Man United,Arsenal,27,0,2,1,2,1,1,3,0,0
Liverpool,Fulham,25,19,3,2,0,4,1,0,3,2
Fulham,Liverpool,19,25,0,1,4,0,2,3,2,3
Arsenal,Man United,0,27,3,1,1,2,1,2,0,0
Tottenham,Newcastle,43,29,3,1,1,3,1,1,4,0
Swansea,Stoke,41,39,2,0,3,3,1,1,1,1
Stoke,Swansea,39,41,1,1,3,3,0,2,1,1
Newcastle,Tottenham,29,43,1,1,3,1,1,3,0,4
Sunderland,Arsenal,40,0,3,1,1,1,2,2,1,4
Hull,Cardiff,21,12,1,1,3,3,1,1,4,0
Everton,Chelsea,18,14,2,1,2,0,2,3,0,1
Man United,Crystal Palace,27,16,1,2,2,2,0,3,2,0
Chelsea,Everton,14,18,3,2,0,2,1,2,1,0
West Brom,Fulham,45,19,0,3,2,4,1,0,1,1
Cardiff,Hull,12,21,1,1,3,3,1,1,0,4
Stoke,Man City,39,26,1,2,2,1,1,3,0,1
Crystal Palace,Man United,16,27,3,0,2,2,2,1,0,2
West Ham,Southampton,46,38,3,1,1,0,3,2,3,1
Man City,Stoke,26,39,3,1,1,2,2,1,1,0
Arsenal,Sunderland,0,40,2,2,1,1,1,3,4,1
Fulham,West Brom,19,45,0,1,4,2,3,0,1,1
Southampton,West Ham,38,46,2,3,0,1,1,3,1,3
Newcastle,Aston Villa,29,1,1,1,3,2,2,1,1,0
Swansea,Liverpool,41,25,2,1,2,0,2,3,3,4
Aston Villa,Newcastle,1,29,1,2,2,3,1,1,0,1
Tottenham,Norwich,43,30,3,1,1,2,2,1,0,1
Liverpool,Swansea,25,41,3,2,0,2,1,2,4,3
Norwich,Tottenham,30,43,1,2,2,1,1,3,1,0
Stoke,Arsenal,39,0,1,2,2,1,2,2,1,0
Fulham,Chelsea,19,14,0,2,3,0,2,3,1,3
West Ham,Everton,46,18,4,1,0,3,1,1,0,1
Chelsea,Fulham,14,19,3,2,0,3,2,0,3,1
Newcastle,Hull,29,21,1,1,3,2,1,2,4,1
Southampton,Liverpool,38,25,2,2,1,0,1,4,0,3
Hull,Newcastle,21,29,2,1,2,3,1,1,1,4
Liverpool,Southampton,25,38,4,1,0,1,2,2,3,0
Arsenal,Stoke,0,39,2,2,1,2,2,1,0,1
Everton,West Ham,18,46,1,1,3,0,1,4,1,0
Norwich,Aston Villa,30,1,1,2,2,3,1,1,1,4
Tottenham,Cardiff,43,12,2,1,2,3,1,1,1,0
Swansea,Crystal Palace,41,16,2,1,2,2,0,3,1,1
Aston Villa,Norwich,1,30,1,1,3,2,2,1,4,1
Crystal Palace,Swansea,16,41,3,0,2,2,1,2,1,1
